date,product,category,region,sales_amount,quantity,profit
2022-07-14,Running Shoes,Apparel,East,156.91,12,14.62
2022-07-14,Wireless Mouse,Electronics,East,470.04,12,57.34
2022-07-14,Pen Pack,Office Supplies,South,718.66,6,137.38
2022-07-15,Winter Jacket,Apparel,North,272.68,2,50.9
2022-07-15,USB Hub,Electronics,North,781.15,11,259.24
2022-07-15,Running Shoes,Apparel,East,735.76,9,157.95
2022-07-15,Winter Jacket,Apparel,East,307.26,8,99.8
2022-07-15,Bluetooth Speaker,Electronics,East,244.82,13,54.87
2022-07-15,Binder,Office Supplies,South,277.08,2,80.48
2022-07-16,Filing Cabinet,Furniture,West,244.06,3,70.39
2022-07-16,Binder,Office Supplies,Central,1111.15,14,281.91
2022-07-16,Polo Shirt,Apparel,South,569.25,5,63.35
2022-07-16,Stapler,Office Supplies,West,199.97,13,50.38
2022-07-16,Binder,Office Supplies,Central,1404.31,13,417.22
2022-07-16,Phone Case,Electronics,South,23.73,2,7.78
2022-07-17,Office Chair,Furniture,Central,1325.98,14,231.39
2022-07-17,Office Chair,Furniture,North,759.81,11,222.21
2022-07-17,Bluetooth Speaker,Electronics,North,378.6,9,39.35
2022-07-17,Polo Shirt,Apparel,North,417.14,4,129.05
2022-07-17,Pen Pack,Office Supplies,Central,254.02,7,85.14
2022-07-17,Winter Jacket,Apparel,North,169.74,7,35.0
2022-07-17,Pen Pack,Office Supplies,Central,866.98,10,78.53
2022-07-17,Binder,Office Supplies,North,1448.34,13,255.26
2022-07-18,Pen Pack,Office Supplies,West,131.49,12,30.44
2022-07-18,Bookshelf,Furniture,Central,219.18,5,44.89
2022-07-19,Running Shoes,Apparel,North,502.35,4,75.29
2022-07-19,Bookshelf,Furniture,North,80.22,3,18.27
2022-07-19,Bluetooth Speaker,Electronics,Central,220.04,5,44.98
2022-07-19,Bookshelf,Furniture,East,891.7,9,95.86
2022-07-19,Notebook Set,Office Supplies,North,660.01,14,223.54
2022-07-19,Notebook Set,Office Supplies,West,895.35,8,145.64
2022-07-19,Baseball Cap,Apparel,East,678.96,10,138.26
2022-07-20,Filing Cabinet,Furniture,North,342.46,5,105.18
2022-07-20,Wireless Mouse,Electronics,West,110.94,2,9.15
2022-07-20,Stapler,Office Supplies,Central,1033.5,8,188.19
2022-07-20,Polo Shirt,Apparel,West,1003.53,8,293.81
2022-07-20,Desk Lamp,Furniture,South,98.22,3,30.3
2022-07-21,Desk Lamp,Furniture,West,210.14,12,63.78
2022-07-21,Winter Jacket,Apparel,South,1115.78,9,324.03
2022-07-21,Filing Cabinet,Furniture,West,907.12,7,188.54
2022-07-21,Polo Shirt,Apparel,North,97.45,2,8.93
2022-07-21,Wireless Mouse,Electronics,Central,569.06,6,78.96
2022-07-21,Phone Case,Electronics,West,519.45,5,180.78
2022-07-21,Pen Pack,Office Supplies,West,407.77,7,125.34
2022-07-21,Stapler,Office Supplies,North,115.28,1,27.97
2022-07-21,Bookshelf,Furniture,Central,322.55,3,107.18
2022-07-21,Baseball Cap,Apparel,North,732.76,8,239.49
2022-07-21,Bluetooth Speaker,Electronics,West,700.85,8,138.64
2022-07-22,Pen Pack,Office Supplies,East,77.59,5,9.44
2022-07-22,Polo Shirt,Apparel,East,502.56,7,55.75
2022-07-22,Bookshelf,Furniture,South,257.57,8,78.84
2022-07-22,Phone Case,Electronics,West,456.63,5,56.97
2022-07-23,Stapler,Office Supplies,North,1343.93,13,178.3
2022-07-23,Bookshelf,Furniture,North,451.06,6,115.9
2022-07-23,Office Chair,Furniture,South,912.16,14,114.94
2022-07-23,Wireless Mouse,Electronics,West,800.57,9,72.08
2022-07-23,Notebook Set,Office Supplies,North,77.98,10,20.94
2022-07-23,Bluetooth Speaker,Electronics,South,108.66,10,35.17
2022-07-24,Office Chair,Furniture,South,546.74,4,129.04
2022-07-24,Desk Lamp,Furniture,East,59.78,2,6.07
2022-07-24,Winter Jacket,Apparel,East,286.87,9,89.21
2022-07-24,Polo Shirt,Apparel,South,1019.29,10,157.81
2022-07-24,Pen Pack,Office Supplies,East,686.97,9,178.09
2022-07-24,USB Hub,Electronics,North,519.93,7,136.72
2022-07-24,Running Shoes,Apparel,Central,236.85,11,82.08
2022-07-24,Wireless Mouse,Electronics,East,8.88,1,2.57
2022-07-25,Stapler,Office Supplies,Central,453.88,13,122.26
2022-07-25,Stapler,Office Supplies,South,1573.14,14,365.07
2022-07-25,Binder,Office Supplies,South,985.76,7,191.61
2022-07-25,Office Chair,Furniture,West,412.47,4,83.26
2022-07-25,Wireless Mouse,Electronics,South,1264.34,12,108.99
2022-07-25,Running Shoes,Apparel,East,430.73,12,133.02
2022-07-26,Stapler,Office Supplies,North,585.38,13,79.12
2022-07-26,Phone Case,Electronics,West,1401.47,14,153.47
2022-07-26,Winter Jacket,Apparel,East,446.36,5,54.29
2022-07-26,Bluetooth Speaker,Electronics,East,125.11,3,35.62
2022-07-26,Baseball Cap,Apparel,Central,334.39,4,114.98
2022-07-27,Bluetooth Speaker,Electronics,South,1252.94,12,355.34
2022-07-27,Wireless Mouse,Electronics,East,80.61,1,8.82
2022-07-27,Desk Lamp,Furniture,Central,181.87,14,57.15
2022-07-27,Notebook Set,Office Supplies,East,1075.8,11,275.77
2022-07-27,Bookshelf,Furniture,East,190.24,11,56.86
2022-07-27,USB Hub,Electronics,West,107.37,11,11.7
2022-07-27,Polo Shirt,Apparel,East,267.54,8,65.9
2022-07-27,Running Shoes,Apparel,Central,267.6,5,32.19
2022-07-27,Stapler,Office Supplies,South,265.28,12,73.76
2022-07-27,Notebook Set,Office Supplies,Central,453.51,9,97.89
2022-07-27,Bookshelf,Furniture,East,202.01,5,17.63
2022-07-27,Filing Cabinet,Furniture,South,1167.36,10,314.01
2022-07-28,Wireless Mouse,Electronics,West,1456.64,13,490.29
2022-07-28,Bookshelf,Furniture,West,630.14,10,59.86
2022-07-28,Polo Shirt,Apparel,Central,578.51,7,69.73
2022-07-28,Office Chair,Furniture,Central,326.51,3,75.94
2022-07-28,Bookshelf,Furniture,Central,244.74,2,41.88
2022-07-28,Stapler,Office Supplies,West,1269.51,13,365.51
2022-07-28,Bluetooth Speaker,Electronics,West,79.44,4,15.08
2022-07-29,Running Shoes,Apparel,West,124.83,11,40.19
2022-07-29,Baseball Cap,Apparel,West,1553.03,14,212.42
2022-07-29,Phone Case,Electronics,East,1276.28,11,196.76
2022-07-29,Office Chair,Furniture,West,237.88,3,57.07
2022-07-30,Polo Shirt,Apparel,East,304.33,6,70.28
2022-07-30,Phone Case,Electronics,East,396.6,5,44.13
2022-07-30,USB Hub,Electronics,East,1446.36,11,452.11
2022-07-30,Stapler,Office Supplies,Central,754.45,13,178.35
2022-07-30,Stapler,Office Supplies,Central,8.39,1,2.04
2022-07-30,Pen Pack,Office Supplies,North,682.7,7,229.64
2022-07-30,Baseball Cap,Apparel,West,788.53,8,216.23
2022-07-30,Winter Jacket,Apparel,South,464.21,12,113.09
2022-07-31,Notebook Set,Office Supplies,East,511.06,6,151.75
2022-07-31,Pen Pack,Office Supplies,South,1525.43,14,428.39
2022-07-31,Pen Pack,Office Supplies,North,85.17,6,9.0
2022-07-31,Running Shoes,Apparel,West,1488.69,11,384.38
2022-07-31,Baseball Cap,Apparel,Central,363.83,6,41.69
2022-08-01,Office Chair,Furniture,South,846.76,13,292.86
2022-08-01,Office Chair,Furniture,East,1129.28,14,227.15
2022-08-01,Phone Case,Electronics,West,79.57,1,20.28
2022-08-01,Desk Lamp,Furniture,South,226.19,3,23.95
2022-08-01,Pen Pack,Office Supplies,East,1468.15,14,290.18
2022-08-02,Notebook Set,Office Supplies,West,349.21,4,62.21
2022-08-02,Pen Pack,Office Supplies,West,15.32,1,1.74
2022-08-02,USB Hub,Electronics,South,459.87,6,150.62
2022-08-02,Polo Shirt,Apparel,Central,232.85,6,19.47
2022-08-02,Desk Lamp,Furniture,East,1226.58,13,102.62
2022-08-03,Winter Jacket,Apparel,South,382.78,4,47.15
2022-08-03,Winter Jacket,Apparel,West,1484.33,14,156.23
2022-08-03,Binder,Office Supplies,West,141.98,8,12.48
2022-08-03,Pen Pack,Office Supplies,Central,115.16,1,13.23
2022-08-03,USB Hub,Electronics,North,64.97,4,14.25
2022-08-03,Winter Jacket,Apparel,South,172.1,6,36.51
2022-08-03,Notebook Set,Office Supplies,South,412.86,11,110.85
2022-08-03,Pen Pack,Office Supplies,North,516.96,9,50.48
2022-08-03,Binder,Office Supplies,North,711.14,8,140.05
2022-08-03,USB Hub,Electronics,North,1152.66,14,228.74
2022-08-03,USB Hub,Electronics,Central,678.65,11,180.98
2022-08-03,Office Chair,Furniture,East,126.88,2,24.26
2022-08-03,Polo Shirt,Apparel,North,914.01,10,170.25
2022-08-03,USB Hub,Electronics,South,316.85,8,89.48
2022-08-04,USB Hub,Electronics,North,1011.25,14,103.49
2022-08-04,Polo Shirt,Apparel,North,210.37,14,20.91
2022-08-04,Notebook Set,Office Supplies,South,162.26,3,15.32
2022-08-04,Bookshelf,Furniture,Central,190.18,3,61.89
2022-08-04,Office Chair,Furniture,North,118.49,1,40.61
2022-08-04,Running Shoes,Apparel,West,506.64,9,152.58
2022-08-04,Polo Shirt,Apparel,Central,487.26,4,61.16
2022-08-04,Filing Cabinet,Furniture,North,203.0,5,53.06
2022-08-04,Bookshelf,Furniture,West,95.25,2,17.69
2022-08-04,Polo Shirt,Apparel,Central,106.55,1,23.12
2022-08-05,Phone Case,Electronics,East,245.25,6,21.6
2022-08-05,Filing Cabinet,Furniture,Central,566.64,5,107.96
2022-08-05,Pen Pack,Office Supplies,Central,558.16,11,113.52
2022-08-05,Stapler,Office Supplies,Central,209.5,2,73.11
2022-08-05,Filing Cabinet,Furniture,North,1283.15,12,441.44
2022-08-05,Bluetooth Speaker,Electronics,East,302.73,11,31.76
2022-08-05,Pen Pack,Office Supplies,East,343.95,3,95.0
2022-08-05,USB Hub,Electronics,East,1745.99,13,148.92
2022-08-06,Polo Shirt,Apparel,West,286.28,4,46.37
2022-08-06,Baseball Cap,Apparel,Central,344.03,9,57.45
2022-08-06,Baseball Cap,Apparel,West,1077.98,10,283.58
2022-08-06,USB Hub,Electronics,Central,383.0,9,61.43
2022-08-06,Winter Jacket,Apparel,North,293.09,5,96.57
2022-08-06,Binder,Office Supplies,South,322.67,3,73.19
2022-08-06,Bookshelf,Furniture,South,83.87,1,28.65
2022-08-06,USB Hub,Electronics,South,199.99,3,40.49
2022-08-06,Winter Jacket,Apparel,Central,447.71,8,54.36
2022-08-07,Bookshelf,Furniture,East,255.69,7,59.51
2022-08-07,Filing Cabinet,Furniture,South,111.02,1,19.48
2022-08-07,Office Chair,Furniture,East,237.08,7,21.27
2022-08-07,Pen Pack,Office Supplies,South,479.38,5,113.12
2022-08-07,Desk Lamp,Furniture,East,559.93,8,145.63
2022-08-07,Notebook Set,Office Supplies,North,1174.43,13,230.02
2022-08-07,Winter Jacket,Apparel,East,63.6,2,12.45
2022-08-07,Notebook Set,Office Supplies,North,617.02,13,166.29
2022-08-07,Filing Cabinet,Furniture,Central,845.77,8,86.14
2022-08-07,Baseball Cap,Apparel,Central,393.23,10,65.19
2022-08-07,Phone Case,Electronics,North,168.51,9,23.16
2022-08-07,Notebook Set,Office Supplies,East,690.57,14,55.26
2022-08-08,Pen Pack,Office Supplies,East,296.6,7,96.84
2022-08-08,Winter Jacket,Apparel,West,636.6,10,132.5
2022-08-08,Notebook Set,Office Supplies,East,40.97,4,11.28
2022-08-08,Polo Shirt,Apparel,East,363.65,11,38.61
2022-08-08,Winter Jacket,Apparel,Central,61.31,1,9.44
2022-08-08,Phone Case,Electronics,North,619.97,5,175.89
2022-08-08,Phone Case,Electronics,North,207.03,3,40.36
2022-08-08,Desk Lamp,Furniture,West,1569.58,14,271.27
2022-08-09,Baseball Cap,Apparel,South,491.08,5,100.24
2022-08-09,Baseball Cap,Apparel,Central,909.85,9,80.94
2022-08-09,Running Shoes,Apparel,Central,882.28,12,135.17
2022-08-09,Pen Pack,Office Supplies,East,392.96,7,93.19
2022-08-09,Filing Cabinet,Furniture,North,229.01,12,29.79
2022-08-09,USB Hub,Electronics,West,591.53,7,106.99
2022-08-09,Stapler,Office Supplies,Central,365.82,13,87.36
2022-08-09,Binder,Office Supplies,Central,595.27,5,67.88
2022-08-10,Pen Pack,Office Supplies,West,731.16,13,140.58
2022-08-10,Pen Pack,Office Supplies,West,177.18,7,45.08
2022-08-10,Stapler,Office Supplies,West,111.95,1,15.99
2022-08-10,Stapler,Office Supplies,West,669.76,9,115.56
2022-08-10,Stapler,Office Supplies,South,297.83,4,30.69
2022-08-11,Pen Pack,Office Supplies,North,467.03,14,146.5
2022-08-11,USB Hub,Electronics,South,1041.91,8,324.67
2022-08-11,Office Chair,Furniture,West,106.11,5,20.36
2022-08-11,USB Hub,Electronics,East,454.67,12,101.97
2022-08-11,Winter Jacket,Apparel,West,250.07,2,31.25
2022-08-11,Desk Lamp,Furniture,South,115.66,8,26.85
2022-08-11,USB Hub,Electronics,North,402.85,11,108.78
2022-08-12,Filing Cabinet,Furniture,South,605.41,12,94.7
2022-08-12,Binder,Office Supplies,Central,33.05,1,6.25
2022-08-12,Notebook Set,Office Supplies,Central,918.52,11,147.73
2022-08-12,Baseball Cap,Apparel,West,244.49,2,65.28
2022-08-12,Bluetooth Speaker,Electronics,South,465.89,6,91.86
2022-08-12,Desk Lamp,Furniture,North,1004.28,12,260.85
2022-08-12,Bluetooth Speaker,Electronics,North,619.27,11,214.04
2022-08-13,Bluetooth Speaker,Electronics,North,352.26,11,71.36
2022-08-13,Running Shoes,Apparel,North,554.67,12,84.47
2022-08-13,Binder,Office Supplies,West,356.25,10,92.22
2022-08-13,Binder,Office Supplies,East,524.94,6,89.02
2022-08-14,Notebook Set,Office Supplies,East,503.67,12,120.85
2022-08-14,Winter Jacket,Apparel,South,1682.52,12,421.87
2022-08-15,Running Shoes,Apparel,West,1064.62,10,345.82
2022-08-15,Wireless Mouse,Electronics,Central,763.87,9,192.38
2022-08-15,Baseball Cap,Apparel,East,951.97,11,76.74
2022-08-15,Bookshelf,Furniture,Central,268.49,6,82.44
2022-08-16,Running Shoes,Apparel,West,237.53,12,72.53
2022-08-16,Notebook Set,Office Supplies,South,245.96,5,29.84
2022-08-16,USB Hub,Electronics,North,1282.95,12,414.55
2022-08-17,Filing Cabinet,Furniture,South,1142.96,9,101.02
2022-08-17,USB Hub,Electronics,North,1288.69,12,324.9
2022-08-17,Desk Lamp,Furniture,North,222.57,11,25.39
2022-08-17,Binder,Office Supplies,Central,1395.05,13,188.48
2022-08-17,Polo Shirt,Apparel,South,1749.46,13,603.98
2022-08-17,Filing Cabinet,Furniture,South,692.65,7,134.19
2022-08-18,Desk Lamp,Furniture,West,1220.86,12,350.78
2022-08-18,Notebook Set,Office Supplies,South,775.49,8,252.56
2022-08-18,Winter Jacket,Apparel,West,311.65,6,66.3
2022-08-18,Phone Case,Electronics,North,281.58,10,39.5
2022-08-18,Phone Case,Electronics,North,504.32,10,150.48
2022-08-19,Bookshelf,Furniture,West,58.28,5,5.51
2022-08-19,Pen Pack,Office Supplies,West,446.14,9,89.85
2022-08-19,Notebook Set,Office Supplies,North,17.1,1,3.68
2022-08-19,USB Hub,Electronics,Central,392.62,3,119.51
2022-08-19,USB Hub,Electronics,Central,878.89,8,140.41
2022-08-19,Notebook Set,Office Supplies,North,321.63,7,71.54
2022-08-19,Office Chair,Furniture,West,38.9,3,12.34
2022-08-20,Winter Jacket,Apparel,North,599.83,5,177.56
2022-08-20,Winter Jacket,Apparel,North,905.87,7,100.82
2022-08-20,Stapler,Office Supplies,West,583.44,9,179.44
2022-08-20,USB Hub,Electronics,East,1601.85,14,504.03
2022-08-20,Baseball Cap,Apparel,South,414.71,13,71.78
2022-08-20,Running Shoes,Apparel,East,409.51,10,108.29
2022-08-20,Polo Shirt,Apparel,South,423.05,11,136.55
2022-08-20,Winter Jacket,Apparel,South,109.67,3,15.14
2022-08-21,Office Chair,Furniture,South,579.7,4,58.26
2022-08-21,Phone Case,Electronics,Central,188.12,3,46.3
2022-08-21,Polo Shirt,Apparel,Central,852.41,10,162.67
2022-08-21,Desk Lamp,Furniture,North,1648.66,14,343.55
2022-08-21,Office Chair,Furniture,Central,963.47,9,202.87
2022-08-22,Bookshelf,Furniture,South,889.02,14,156.01
2022-08-22,Bookshelf,Furniture,North,1416.72,12,201.77
2022-08-22,Polo Shirt,Apparel,North,310.56,12,32.95
2022-08-22,Winter Jacket,Apparel,West,1086.61,10,289.46
2022-08-22,Desk Lamp,Furniture,South,363.54,7,95.07
2022-08-22,Pen Pack,Office Supplies,East,308.35,14,33.06
2022-08-22,Bluetooth Speaker,Electronics,East,1439.54,11,353.27
2022-08-22,Winter Jacket,Apparel,North,338.61,5,107.58
2022-08-22,Running Shoes,Apparel,East,84.46,2,24.56
2022-08-22,Notebook Set,Office Supplies,East,330.38,5,78.1
2022-08-23,USB Hub,Electronics,East,218.6,11,54.13
2022-08-23,Desk Lamp,Furniture,East,1217.27,11,346.49
2022-08-23,Bookshelf,Furniture,West,293.69,10,99.55
2022-08-23,Running Shoes,Apparel,Central,906.1,11,96.23
2022-08-23,Polo Shirt,Apparel,West,959.98,13,156.31
2022-08-23,Wireless Mouse,Electronics,West,408.55,13,93.89
2022-08-23,Bookshelf,Furniture,North,1093.87,9,146.06
2022-08-24,Notebook Set,Office Supplies,Central,963.83,8,191.19
2022-08-24,Office Chair,Furniture,North,228.32,8,48.55
2022-08-24,Desk Lamp,Furniture,West,567.75,5,55.0
2022-08-24,Bookshelf,Furniture,West,271.61,5,63.65
2022-08-24,Winter Jacket,Apparel,North,975.98,13,151.02
2022-08-24,Wireless Mouse,Electronics,Central,346.23,11,55.14
2022-08-24,Phone Case,Electronics,Central,231.33,4,61.73
2022-08-24,Bookshelf,Furniture,East,21.7,1,7.57
2022-08-25,Bookshelf,Furniture,West,658.58,12,158.22
2022-08-25,Polo Shirt,Apparel,North,224.88,4,42.96
2022-08-26,USB Hub,Electronics,East,885.57,9,124.49
2022-08-26,Polo Shirt,Apparel,North,233.04,8,59.74
2022-08-26,Filing Cabinet,Furniture,West,1139.85,9,169.49
2022-08-26,Pen Pack,Office Supplies,South,189.1,3,17.84
2022-08-26,Running Shoes,Apparel,East,342.48,3,105.13
2022-08-26,Running Shoes,Apparel,North,1340.82,12,464.01
2022-08-26,Bluetooth Speaker,Electronics,West,90.63,1,24.96
2022-08-26,Stapler,Office Supplies,West,735.41,10,115.6
2022-08-27,Pen Pack,Office Supplies,West,342.89,7,29.79
2022-08-27,USB Hub,Electronics,Central,720.33,7,175.16
2022-08-27,Bookshelf,Furniture,West,1083.79,14,235.73
2022-08-27,Stapler,Office Supplies,East,194.64,3,33.11
2022-08-27,Desk Lamp,Furniture,West,374.99,7,120.96
2022-08-27,Desk Lamp,Furniture,East,1026.39,10,140.28
2022-08-27,USB Hub,Electronics,North,576.25,14,92.82
2022-08-28,Stapler,Office Supplies,West,19.09,2,3.88
2022-08-28,Office Chair,Furniture,East,943.84,14,203.7
2022-08-28,Winter Jacket,Apparel,North,1146.6,13,137.86
2022-08-28,Desk Lamp,Furniture,Central,565.62,8,96.27
2022-08-29,Polo Shirt,Apparel,South,146.05,13,50.38
2022-08-29,Notebook Set,Office Supplies,Central,411.57,14,36.38
2022-08-29,Wireless Mouse,Electronics,South,212.42,3,22.76
2022-08-29,Desk Lamp,Furniture,North,281.5,4,77.9
2022-08-29,Desk Lamp,Furniture,West,440.18,5,126.91
2022-08-30,Phone Case,Electronics,South,807.1,7,222.06
2022-08-30,Bluetooth Speaker,Electronics,Central,386.29,4,104.84
2022-08-30,Desk Lamp,Furniture,North,142.33,4,22.19
2022-08-30,Bluetooth Speaker,Electronics,South,1517.63,13,172.95
2022-08-30,Phone Case,Electronics,East,108.37,1,12.38
2022-08-30,USB Hub,Electronics,West,92.54,3,30.99
2022-08-30,Running Shoes,Apparel,South,291.15,6,26.28
2022-08-30,Pen Pack,Office Supplies,West,954.34,8,88.43
2022-08-30,Office Chair,Furniture,South,631.45,8,117.69
2022-08-30,Polo Shirt,Apparel,South,471.75,5,73.75
2022-08-31,Baseball Cap,Apparel,South,1495.55,12,204.35
2022-08-31,Binder,Office Supplies,North,172.89,13,24.02
2022-08-31,Office Chair,Furniture,South,796.86,14,275.09
2022-08-31,Bookshelf,Furniture,East,261.49,8,65.8
2022-08-31,Filing Cabinet,Furniture,West,99.24,5,29.47
2022-08-31,Phone Case,Electronics,Central,234.0,13,52.11
2022-09-01,Polo Shirt,Apparel,Central,646.64,12,140.5
2022-09-01,Running Shoes,Apparel,North,9.25,1,2.77
2022-09-01,Phone Case,Electronics,West,525.4,5,107.4
2022-09-01,Pen Pack,Office Supplies,East,435.94,4,125.88
2022-09-01,Binder,Office Supplies,Central,76.53,8,6.26
2022-09-01,Notebook Set,Office Supplies,North,107.11,11,17.01
2022-09-02,Winter Jacket,Apparel,North,725.02,8,136.24
2022-09-02,Bookshelf,Furniture,Central,709.16,6,229.78
2022-09-02,USB Hub,Electronics,Central,12.11,1,1.2
2022-09-02,Stapler,Office Supplies,East,129.74,6,19.57
2022-09-02,Binder,Office Supplies,North,375.76,7,90.94
2022-09-03,Office Chair,Furniture,Central,38.66,1,7.04
2022-09-03,Wireless Mouse,Electronics,East,996.66,12,317.62
2022-09-03,Notebook Set,Office Supplies,North,1148.63,10,124.06
2022-09-03,Bluetooth Speaker,Electronics,South,147.12,2,12.18
2022-09-03,Notebook Set,Office Supplies,East,722.52,10,233.75
2022-09-03,Desk Lamp,Furniture,West,1464.75,14,273.51
2022-09-03,USB Hub,Electronics,North,412.22,9,53.69
2022-09-03,Baseball Cap,Apparel,North,116.04,7,13.01
2022-09-03,Wireless Mouse,Electronics,East,191.13,7,22.69
2022-09-03,Polo Shirt,Apparel,East,30.75,1,5.66
2022-09-03,Pen Pack,Office Supplies,South,1123.52,10,330.07
2022-09-03,Notebook Set,Office Supplies,West,633.89,6,153.36
2022-09-04,Bookshelf,Furniture,South,132.65,6,35.13
2022-09-04,Baseball Cap,Apparel,North,1268.17,14,290.62
2022-09-04,Polo Shirt,Apparel,South,233.17,6,79.71
2022-09-04,Office Chair,Furniture,North,246.14,3,81.11
2022-09-04,Stapler,Office Supplies,North,1006.02,8,102.39
2022-09-04,Winter Jacket,Apparel,North,1063.02,12,132.8
2022-09-04,Phone Case,Electronics,North,504.09,5,142.01
2022-09-04,Winter Jacket,Apparel,North,179.26,2,53.46
2022-09-05,Bookshelf,Furniture,North,1088.92,14,253.5
2022-09-05,Notebook Set,Office Supplies,East,111.6,10,28.56
2022-09-05,Phone Case,Electronics,Central,398.43,3,89.57
2022-09-05,Binder,Office Supplies,North,172.36,6,32.87
2022-09-05,Bluetooth Speaker,Electronics,Central,612.1,12,112.98
2022-09-05,Phone Case,Electronics,East,916.46,10,84.17
2022-09-05,Winter Jacket,Apparel,North,393.96,5,46.09
2022-09-05,Binder,Office Supplies,Central,951.67,10,270.12
2022-09-05,Running Shoes,Apparel,North,478.84,12,132.3
2022-09-05,Desk Lamp,Furniture,East,173.52,2,30.04
2022-09-05,Winter Jacket,Apparel,North,1595.5,14,438.72
2022-09-06,Phone Case,Electronics,East,903.22,14,219.83
2022-09-06,Office Chair,Furniture,West,670.01,8,110.5
2022-09-06,Polo Shirt,Apparel,East,686.95,9,94.74
2022-09-06,Polo Shirt,Apparel,North,294.47,3,77.25
2022-09-06,Phone Case,Electronics,East,307.62,9,42.39
2022-09-06,Wireless Mouse,Electronics,West,1255.49,12,141.54
2022-09-07,Office Chair,Furniture,Central,338.11,9,111.92
2022-09-07,Filing Cabinet,Furniture,North,451.3,10,155.8
2022-09-07,Winter Jacket,Apparel,Central,140.98,2,29.71
2022-09-07,Notebook Set,Office Supplies,West,1225.76,13,160.87
2022-09-07,USB Hub,Electronics,North,1432.18,14,438.74
2022-09-07,Phone Case,Electronics,North,472.72,5,62.86
2022-09-07,Winter Jacket,Apparel,West,654.37,14,184.8
2022-09-07,Winter Jacket,Apparel,Central,127.59,3,32.81
2022-09-07,Office Chair,Furniture,South,343.67,8,107.31
2022-09-07,USB Hub,Electronics,North,586.65,13,127.28
2022-09-07,Binder,Office Supplies,Central,755.85,9,261.46
2022-09-07,Running Shoes,Apparel,West,854.17,8,144.45
2022-09-07,Bluetooth Speaker,Electronics,North,9.05,1,2.88
2022-09-07,Polo Shirt,Apparel,East,644.85,6,57.05
2022-09-08,Pen Pack,Office Supplies,West,127.58,2,13.03
2022-09-08,Bookshelf,Furniture,West,378.01,4,58.08
2022-09-08,Baseball Cap,Apparel,Central,1276.19,11,388.89
2022-09-08,Stapler,Office Supplies,East,305.33,3,32.12
2022-09-08,USB Hub,Electronics,North,244.3,6,60.52
2022-09-08,Filing Cabinet,Furniture,Central,1224.24,11,268.84
2022-09-08,Desk Lamp,Furniture,East,267.85,5,22.19
2022-09-08,Notebook Set,Office Supplies,North,568.79,7,124.25
2022-09-08,Bluetooth Speaker,Electronics,East,489.53,5,97.71
2022-09-08,Phone Case,Electronics,West,69.19,4,17.81
2022-09-09,Pen Pack,Office Supplies,East,71.85,2,14.46
2022-09-09,Winter Jacket,Apparel,Central,277.67,3,61.8
2022-09-09,USB Hub,Electronics,North,959.03,8,282.76
2022-09-09,USB Hub,Electronics,North,375.48,10,91.53
2022-09-10,Winter Jacket,Apparel,North,35.32,2,7.94
2022-09-10,Binder,Office Supplies,East,1032.96,12,354.62
2022-09-10,Binder,Office Supplies,West,194.43,4,36.46
2022-09-10,Bookshelf,Furniture,East,88.22,9,26.52
2022-09-10,Stapler,Office Supplies,West,1037.28,11,257.96
2022-09-11,USB Hub,Electronics,West,778.42,10,205.7
2022-09-11,Baseball Cap,Apparel,Central,554.28,6,65.22
2022-09-11,Wireless Mouse,Electronics,East,881.35,10,235.76
2022-09-11,Stapler,Office Supplies,West,112.07,1,16.43
2022-09-11,USB Hub,Electronics,North,467.05,12,82.03
2022-09-11,Baseball Cap,Apparel,East,788.39,10,214.99
2022-09-12,Wireless Mouse,Electronics,West,238.62,2,38.87
2022-09-12,Bookshelf,Furniture,South,224.37,5,44.52
2022-09-12,Office Chair,Furniture,North,1682.75,14,156.07
2022-09-12,Running Shoes,Apparel,West,145.96,7,14.6
2022-09-12,Notebook Set,Office Supplies,North,284.03,3,66.34
2022-09-12,Bluetooth Speaker,Electronics,East,1021.93,9,113.96
2022-09-12,Wireless Mouse,Electronics,South,253.86,4,84.15
2022-09-12,Bookshelf,Furniture,Central,378.85,7,52.84
2022-09-13,Bookshelf,Furniture,East,383.25,4,84.4
2022-09-13,Bluetooth Speaker,Electronics,South,274.03,3,88.12
2022-09-13,Stapler,Office Supplies,West,1445.39,14,486.69
2022-09-13,Polo Shirt,Apparel,North,174.66,2,37.87
2022-09-13,Filing Cabinet,Furniture,North,574.62,5,107.42
2022-09-13,Office Chair,Furniture,East,298.73,13,49.24
2022-09-13,USB Hub,Electronics,South,99.95,1,16.87
2022-09-13,Notebook Set,Office Supplies,East,303.93,4,89.63
2022-09-13,Desk Lamp,Furniture,West,490.2,5,122.84
2022-09-13,USB Hub,Electronics,North,466.97,9,61.11
2022-09-14,Binder,Office Supplies,West,346.76,5,89.81
2022-09-14,USB Hub,Electronics,West,1741.45,13,602.1
2022-09-14,Bluetooth Speaker,Electronics,West,1430.34,11,159.45
2022-09-14,Bluetooth Speaker,Electronics,South,444.55,8,145.05
2022-09-14,Running Shoes,Apparel,Central,577.47,14,135.26
2022-09-14,Phone Case,Electronics,West,1238.12,14,221.54
2022-09-15,Winter Jacket,Apparel,North,65.6,1,11.42
2022-09-15,Stapler,Office Supplies,Central,400.59,10,36.99
2022-09-15,USB Hub,Electronics,West,99.75,3,24.09
